Model,Year,Status,Mileage,Price,MSRP
2016 Acura TLX FWD,2016,Used,59.7160 mi.,$21.95_),Not specified
2016 Acura RDX Base,2016,Used,108.2230 mi.,$17.96_),Not specified
2016 Acura TLX V6,2016,Used,80.5090 mi.,$20_),$1.000 price drop
2012 Acura MDX 3.7L Technology,2012,Used,174.4270 mi.,$9.49_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,46.5110 mi.,$33.49_),Not specified
2021 Acura RDX Advance Package,2021,Acura Certified,16.8110 mi.,$44.55_),$400 price drop
2020 Acura MDX 3.5L w/Technology & Entertainment Pkgs,2020,Used,35.5550 mi.,$36.99_),Not specified
2020 Acura RDX A-Spec,2020,Acura Certified,45.790 mi.,$36.98_),Not specified
2013 Acura RDX Technology,2013,Used,101.6160 mi.,$12.99_),Not specified
2016 Acura RDX Base,2016,Used,37.1750 mi.,$23.94_),$950 price drop
2020 Acura RDX Base,2020,Used,32.340 mi.,$31.75_),Not specified
2002 Acura TL 3.2,2002,Used,247.6450 mi.,$5_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,36.5770 mi.,$34_),Not specified
2023 Acura TLX Technology,2023,New,Not available,$45.24_),MSRP $45.245
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),MSRP $61.645
2021 Acura RDX A-Spec,2021,Used,28.2090 mi.,$38.49_),$1.160 price drop
2014 Acura TL 3.5 Special Edition,2014,Used,84.7670 mi.,$17.99_),Not specified
2017 Acura RDX Advance Package,2017,Used,58.60 mi.,$26.89_),Not specified
2020 Acura MDX 3.5L,2020,Used,47.3190 mi.,$33.99_),Not specified
2019 Acura MDX 3.5L w/Technology Package,2019,Used,39.2440 mi.,$34.98_),Not specified
2019 Acura RDX Technology Package,2019,Used,45.3250 mi.,$30.50_),$250 price drop
2015 Acura RDX Base,2015,Used,73.8410 mi.,$16.70_),Not specified
2020 Acura RDX A-Spec,2020,Used,25.3780 mi.,$38.49_),$500 price drop
2015 Acura RDX Technology Package,2015,Used,73.2970 mi.,$16.99_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.74_),Not specified
2023 Acura Integra w/A-Spec Package,2023,New,Not available,$34.40_),MSRP $34.395
2017 Acura MDX 3.5L,2017,Used,78.4710 mi.,$23.90_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Acura Certified,51.2990 mi.,$37.87_),Not specified
2023 Acura Integra A-Spec,2023,New,Not available,$34.40_),MSRP $34.395
2023 Acura TLX Type S,2023,New,Not available,$58.15_),MSRP $56.950
2022 Acura MDX Advance,2022,Used,23.2540 mi.,$52.99_),Not specified
2009 Acura MDX ,2009,Used,97.840 mi.,$11_),Not specified
2023 Acura RDX A-Spec,2023,New,Not available,$48.70_),MSRP $47.000
2020 Acura MDX 3.5L,2020,Used,29.730 mi.,$32.99_),Not specified
2020 Acura MDX 3.5L,2020,Used,29.0210 mi.,$34.70_),Not specified
2020 Acura MDX 3.5L Technology & A-Spec Pkgs,2020,Used,36.5280 mi.,$47.99_),Not specified
2020 Acura RDX Technology Package,2020,Acura Certified,42.1230 mi.,$33.73_),$1.021 price drop
2020 Acura MDX 3.5L,2020,Used,41.9120 mi.,$34.99_),Not specified
2018 Acura TLX Technology,2018,Used,48.9440 mi.,$23_),Not specified
2023 Acura TLX Technology,2023,New,Not available,$44.74_),MSRP $44.745
2020 Acura MDX 3.5L,2020,Used,34.8410 mi.,$33.35_),$3.447 price drop
2020 Acura RDX Technology Package,2020,Used,23.9540 mi.,$34.50_),Not specified
2018 Acura MDX 3.5L,2018,Used,49.7360 mi.,$29.99_),Not specified
2020 Acura MDX 3.5L,2020,Used,12.4360 mi.,$38.02_),Not specified
2020 Acura RDX A-Spec,2020,Used,60.6880 mi.,$32.76_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$56.45_),Not specified
2019 Acura MDX 3.5L Technology & A-Spec Pkgs,2019,Used,42.3680 mi.,$32.88_),$3.114 price drop
2020 Acura TLX A-Spec,2020,Used,26.7970 mi.,$37.50_),Not specified
2018 Acura MDX 3.5L,2018,Used,99.5860 mi.,$21_),Not specified
2013 Acura RDX Technology,2013,Used,141.4640 mi.,$13.99_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$50.59_),Not specified
2019 Acura RDX Technology Package,2019,Used,64.6780 mi.,$28_),$2.000 price drop
2020 Acura RDX A-Spec,2020,Acura Certified,80.8320 mi.,$32.79_),Not specified
2019 Acura RDX Technology Package,2019,Used,25.6690 mi.,$33_),Not specified
2021 Acura RDX Technology Package,2021,Acura Certified,10.8140 mi.,$41.50_),$1.600 price drop
2015 Acura RDX Base,2015,Used,88.6670 mi.,$18.81_),Not specified
2008 Acura RL CMBS,2008,Used,165.0 mi.,$6.75_),Not specified
2016 Acura RDX Advance Package,2016,Used,60.0080 mi.,$21.75_),$250 price drop
2019 Acura MDX 3.5L w/Technology Package,2019,Used,34.6680 mi.,$31.58_),$311 price drop
2017 Acura RDX ,2017,Used,41.0290 mi.,$25_),Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$38.09_),Not specified
2020 Acura MDX 3.5L,2020,Used,40.1590 mi.,$33.89_),Not specified
2023 Acura MDX w/Advance Package,2023,New,Not available,$65.30_),MSRP $65.295
2020 Acura MDX 3.5L w/Technology Package,2020,Used,26.4940 mi.,$42_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$55.45_),MSRP $55.445
2023 Acura MDX Technology,2023,New,Not available,$58.15_),Not specified
2020 Acura MDX 3.5L Technology & A-Spec Pkgs,2020,Acura Certified,27.8230 mi.,$39.99_),Not specified
2021 Acura RDX A-Spec,2021,Acura Certified,15.7440 mi.,$42.99_),$2.000 price drop
2020 Acura RDX Base,2020,Used,43.1080 mi.,$28.39_),Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.49_),MSRP $37.495
2019 Acura RDX Technology Package,2019,Used,39.2450 mi.,$35.49_),Not specified
2020 Acura RDX Technology Package,2020,Used,33.6450 mi.,$33.10_),$789 price drop
2016 Acura RDX Base,2016,Used,88.8260 mi.,$19_),Not specified
2019 Acura MDX 3.5L,2019,Used,31.5960 mi.,$35.97_),$2.000 price drop
2023 Acura RDX A-Spec,2023,New,Not available,$50.90_),MSRP $50.895
2023 Acura MDX Advance,2023,New,Not available,$65.19_),Not specified
2023 Acura MDX Advance,2023,New,Not available,$65.19_),Not specified
2020 Acura RDX Base,2020,Used,34.9410 mi.,$32.64_),$462 price drop
2022 Acura TLX A-Spec,2022,Acura Certified,731.0 mi.,$40.99_),$1.000 price drop
2023 Acura MDX Advance,2023,New,Not available,$65.19_),MSRP $63.500
2020 Acura RDX Base,2020,Used,32.5950 mi.,$31.74_),$200 price drop
2023 Acura RDX A-Spec,2023,New,Not available,$50.90_),MSRP $50.895
2023 Acura RDX w/A-Spec Advance Package,2023,New,Not available,$55.05_),Not specified
2022 Acura MDX A-Spec,2022,Acura Certified,7.3520 mi.,$53.49_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),MSRP $61.645
2012 Acura TL 3.5,2012,Used,88.0 mi.,$15.28_),Not specified
2023 Acura MDX Base,2023,New,Not available,$51.34_),Not specified
2013 Acura TSX Special Edition,2013,Used,114.990 mi.,$14.90_),Not specified
2021 Acura TLX Technology,2021,Used,12.5080 mi.,$36.59_),$1.000 price drop
2021 Acura RDX Base,2021,Used,40.5620 mi.,$31.55_),$600 price drop
2022 Acura MDX Technology,2022,Used,15.3240 mi.,$49.98_),$1.492 price drop
2023 Acura Integra A-Spec,2023,New,Not available,$34.40_),MSRP $34.395
2018 Acura MDX 3.5L,2018,Used,44.6090 mi.,$25.99_),$975 price drop
2023 Acura MDX Technology,2023,New,Not available,$58.15_),MSRP $58.145
2022 Acura MDX Technology,2022,Used,8.2440 mi.,$52.50_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$55.45_),Not specified
2019 Acura MDX 3.5L,2019,Used,20.1660 mi.,$33.75_),$172 price drop
2023 Acura TLX Type S,2023,New,Not available,$58.15_),MSRP $58.145
2020 Acura RDX A-Spec,2020,Used,42.3390 mi.,$37.50_),$700 price drop
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),MSRP $37.395
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),Not specified
2015 Acura RDX Technology Package,2015,Used,48.7010 mi.,$29.50_),Not specified
2020 Acura MDX 3.5L Technology & A-Spec Pkgs,2020,Used,48.750 mi.,$39.09_),$1.300 price drop
2019 Acura RDX Technology Package,2019,Used,27.9450 mi.,$32.59_),$105 price drop
2023 Acura TLX A-Spec,2023,New,Not available,$50.20_),Not specified
2023 Acura TLX Type S,2023,New,Not available,$57.74_),Not specified
2013 Acura RDX Technology,2013,Used,123.7230 mi.,$13.49_),$500 price drop
2023 Acura Integra w/A-Spec Package,2023,New,Not available,$33.90_),MSRP $33.900
2020 Acura MDX 3.5L w/Advance Package,2020,Used,37.2610 mi.,$43.56_),Not specified
2013 Acura TL Technology,2013,Used,68.0 mi.,$19.90_),Not specified
2023 Acura Integra Base,2023,New,Not available,$32.40_),MSRP $32.395
2018 Acura TLX Technology,2018,Used,53.5910 mi.,$24.86_),Not specified
2023 Acura MDX Technology,2023,New,Not available,Not Priced,Not specified
2020 Acura RDX Technology Package,2020,Used,24.9220 mi.,$33.69_),$1.190 price drop
2023 Acura MDX Advance,2023,New,Not available,$65.96_),Not specified
2019 Acura MDX 3.5L w/Technology Package,2019,Used,39.4710 mi.,$30.46_),Not specified
2023 Acura RDX A-Spec,2023,New,Not available,$50.90_),MSRP $50.895
2020 Acura MDX 3.5L,2020,Used,40.8050 mi.,$32.09_),$802 price drop
2013 Acura RDX Technology,2013,Used,132.7520 mi.,$13_),Not specified
2021 Acura RDX A-Spec,2021,Used,10.2660 mi.,$43.99_),Not specified
2019 Acura MDX 3.5L,2019,Acura Certified,46.6470 mi.,$28.60_),$200 price drop
2023 Acura MDX w/Advance Package,2023,Acura Certified,8.0010 mi.,$58.23_),$2.725 price drop
2023 Acura Integra w/A-Spec Tech Package,2023,New,Not available,$38.09_),MSRP $38.095
2023 Acura RDX Advance Package,2023,New,Not available,$55.34_),MSRP $55.345
2019 Acura RDX Technology Package,2019,Used,90.3190 mi.,$27.60_),$900 price drop
2009 Acura MDX ,2009,Used,171.6710 mi.,$8.99_),Not specified
2019 Acura RDX Base,2019,Used,55.6630 mi.,$29.84_),$156 price drop
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),Not specified
2021 Acura RDX A-Spec,2021,Used,39.3180 mi.,$37.85_),$641 price drop
2016 Acura RDX Tech/AcuraWatch Plus Pkg,2016,Used,60.2660 mi.,$21.70_),Not specified
2021 Acura RDX Base,2021,Used,27.9180 mi.,$33.91_),Not specified
2017 Acura MDX 3.5L,2017,Used,63.3050 mi.,$30_),Not specified
2020 Acura RDX Advance Package,2020,Used,15.1670 mi.,$38.99_),$355 price drop
2023 Acura TLX Type S,2023,New,Not available,$57.74_),Not specified
2016 Acura RDX Base,2016,Used,69.1130 mi.,$20.99_),Not specified
2018 Acura TLX V6 w/Technology Package,2018,Used,58.5040 mi.,$22.99_),Not specified
2017 Acura MDX 3.5L,2017,Used,53.1560 mi.,$26.99_),Not specified
2011 Acura RDX Base,2011,Used,99.20 mi.,$12.99_),Not specified
2014 Acura RLX Base,2014,Used,132.9750 mi.,$15.95_),Not specified
2023 Acura RDX A-Spec,2023,New,Not available,$48.70_),Not specified
2020 Acura RDX Base,2020,Used,35.4250 mi.,$33.50_),Not specified
2021 Acura RDX A-Spec,2021,Used,27.5730 mi.,$42_),Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$38.09_),Not specified
2019 Acura MDX 3.5L,2019,Used,82.4950 mi.,$25_),Not specified
2020 Acura RDX Advance Package,2020,Used,27.870 mi.,$38_),Not specified
2014 Acura TL Technology,2014,Used,44.0470 mi.,$26_),Not specified
2023 Acura MDX Base,2023,New,Not available,$53.55_),MSRP $53.545
2023 Acura Integra A-Spec,2023,New,Not available,$35.09_),Not specified
2020 Acura RDX A-Spec,2020,Used,33.1460 mi.,$36.58_),$1.412 price drop
2022 Acura TLX A-Spec,2022,New,Not available,$47.24_),MSRP $47.245
2020 Acura TLX Technology,2020,Used,20.30 mi.,$31.75_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Acura Certified,24.3180 mi.,$39.79_),$1.089 price drop
2019 Acura RDX Technology Package,2019,Used,18.8280 mi.,$34.99_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$58.15_),MSRP $58.145
2023 Acura TLX A-Spec,2023,New,Not available,$50.20_),MSRP $50.195
2020 Acura RDX Technology Package,2020,Used,23.4080 mi.,$35.98_),Not specified
2023 Acura Integra w/A-Spec Tech Package,2023,New,Not available,$37.40_),MSRP $37.395
2021 Acura RDX Base,2021,Acura Certified,13.0520 mi.,$38_),$2.000 price drop
2019 Acura RDX Technology Package,2019,Used,50.8440 mi.,$31_),Not specified
2019 Acura TLX V6 Technology & A-Spec,2019,Used,69.5790 mi.,$29.56_),$805 price drop
2020 Acura MDX 3.5L w/Technology Package,2020,Used,36.0760 mi.,$39_),Not specified
2020 Acura RDX Technology Package,2020,Acura Certified,43.8540 mi.,$35.77_),Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$38.09_),Not specified
2017 Acura MDX 3.5L,2017,Used,91.1180 mi.,$25.28_),Not specified
2018 Acura MDX 3.5L w/Technology Package,2018,Used,66.4440 mi.,$31.89_),Not specified
2017 Acura MDX 3.5L w/Advance Package,2017,Used,51.9640 mi.,$31.43_),Not specified
2015 Acura TLX V6 Tech,2015,Used,67.760 mi.,$19.95_),Not specified
2015 Acura RDX Technology Package,2015,Used,48.7590 mi.,$23.95_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),Not specified
2019 Acura MDX 3.5L,2019,Used,48.8930 mi.,$30.69_),Not specified
2020 Acura MDX 3.5L,2020,Used,29.8920 mi.,$33.82_),Not specified
2017 Acura TLX V6 w/Technology Package,2017,Used,71.8660 mi.,$21_),Not specified
2016 Acura RDX Technology Package,2016,Used,173.6550 mi.,$13.99_),Not specified
2018 Acura TLX Technology,2018,Used,43.1430 mi.,$29_),Not specified
2020 Acura MDX 3.5L w/Advance Package,2020,Used,31.250 mi.,$41.42_),Not specified
2019 Acura RDX A-Spec,2019,Used,64.9880 mi.,$33.60_),Not specified
2019 Acura RDX Technology Package,2019,Used,74.2570 mi.,$26_),Not specified
2019 Acura RDX Base,2019,Used,30.3890 mi.,$28.99_),Not specified
2019 Acura RDX Technology Package,2019,Used,58.160 mi.,$28.99_),Not specified
2019 Acura RDX Base,2019,Used,73.7780 mi.,$24.80_),Not specified
2018 Acura RDX ,2018,Used,47.7690 mi.,$23.77_),Not specified
2019 Acura RDX A-Spec,2019,Used,35.9090 mi.,$33.52_),Not specified
2022 Acura TLX A-Spec,2022,Used,16.6830 mi.,$41.99_),$913 price drop
2023 Acura TLX Type S,2023,New,Not available,$56.95_),Not specified
2016 Acura RDX Technology & AcuraWatch Plus Packages,2016,Used,60.8390 mi.,$22.99_),Not specified
2020 Acura RDX Technology Package,2020,Used,54.2620 mi.,$34.59_),Not specified
2013 Acura RDX Base,2013,Used,109.3070 mi.,$14.98_),Not specified
2020 Acura RDX Technology Package,2020,Used,26.7910 mi.,$35.99_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$49.20_),MSRP $50.195
2015 Acura RDX Base,2015,Used,136.0390 mi.,$17_),Not specified
2023 Acura RDX A-Spec,2023,New,Not available,$51.20_),Not specified
2022 Acura MDX Advance Package,2022,Used,9.0970 mi.,$57.95_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,33.2510 mi.,$36.99_),Not specified
2020 Acura RDX Technology Package,2020,Used,32.6980 mi.,$32.98_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$47.49_),Not specified
2020 Acura RDX Base,2020,Acura Certified,19.2910 mi.,$35.89_),$590 price drop
2021 Acura RDX Technology Package,2021,Used,31.6740 mi.,$40.49_),Not specified
2017 Acura RDX ,2017,Used,57.3050 mi.,$25_),$1.000 price drop
2020 Acura MDX 3.5L w/Technology Package,2020,Used,21.30 mi.,$37.66_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),MSRP $61.645
2017 Acura TLX w/Technology Package,2017,Used,69.20 mi.,$21_),Not specified
2018 Acura RDX ,2018,Used,82.290 mi.,$22_),Not specified
2022 Acura MDX Advance,2022,Acura Certified,31.6150 mi.,$53.29_),$700 price drop
2023 Acura RDX Base,2023,New,Not available,$45.55_),Not specified
2023 Acura RDX A-Spec,2023,New,Not available,$50.90_),MSRP $50.895
2023 Acura TLX Technology,2023,New,Not available,$44.74_),MSRP $44.745
2017 Acura ILX Premium Package,2017,Used,26.9260 mi.,$20.98_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$50.20_),MSRP $50.195
2023 Acura TLX A-Spec,2023,New,Not available,$50.20_),MSRP $50.195
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),Not specified
2015 Acura MDX 3.5L Advance Pkg w/Entertainment Pkg,2015,Used,86.2990 mi.,$24_),Not specified
2022 Acura TLX Technology,2022,New,Not available,$46.70_),Not specified
2020 Acura MDX 3.5L,2020,Used,53.2540 mi.,$32.86_),Not specified
2023 Acura MDX Base,2023,New,Not available,$52.95_),Not specified
2011 Acura TSX 2.4,2011,Used,84.7440 mi.,$14.59_),Not specified
2010 Acura RDX Tech Pkg,2010,Used,131.6490 mi.,$10.99_),Not specified
2023 Acura MDX Advance,2023,New,Not available,$64.69_),Not specified
2023 Acura RDX A-Spec,2023,New,Not available,$48.70_),Not specified
2021 Acura TLX Technology,2021,Used,20.3630 mi.,$34.99_),Not specified
2023 Acura MDX Advance,2023,New,Not available,$65.19_),Not specified
2016 Acura RDX Technology Package,2016,Used,87.2880 mi.,$20.99_),Not specified
2019 Acura MDX 3.5L w/Technology Package,2019,Used,26.7960 mi.,$35.50_),$501 price drop
2005 Acura MDX Touring,2005,Used,213.0 mi.,$5_),Not specified
2013 Acura TL Advance,2013,Used,63.4330 mi.,$17.99_),Not specified
2020 Acura RDX Technology Package,2020,Used,27.1550 mi.,$36_),$1.500 price drop
2020 Acura RDX Technology Package,2020,Used,28.0110 mi.,$34.98_),Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),MSRP $37.395
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),MSRP $37.395
2023 Acura RDX Advance Package,2023,New,Not available,$53.34_),MSRP $53.345
2023 Acura RDX A-Spec Advance Package,2023,New,Not available,$54.15_),Not specified
2012 Acura MDX 3.7L Technology,2012,Used,63.5770 mi.,$22_),Not specified
2019 Acura RDX Technology Package,2019,Used,52.610 mi.,$29.43_),$342 price drop
2016 Acura MDX 3.5L,2016,Used,31.6760 mi.,$28_),Not specified
2022 Acura RDX A-Spec,2022,Acura Certified,1.4220 mi.,$44.99_),Not specified
2015 Acura RDX Base,2015,Used,153.0670 mi.,$13.50_),Not specified
2016 Acura MDX 3.5L,2016,Used,85.6450 mi.,$25.58_),$400 price drop
2023 Acura Integra w/A-Spec Tech Package,2023,New,Not available,$37.40_),MSRP $37.395
2016 Acura TLX V6 Tech,2016,Used,69.0890 mi.,$22.23_),$144 price drop
2020 Acura RDX Technology Package,2020,Used,24.3840 mi.,$37_),Not specified
2020 Acura TLX Technology,2020,Used,26.9870 mi.,$28.98_),$890 price drop
2022 Acura MDX Advance,2022,Used,4.9680 mi.,$57.99_),Not specified
2017 Acura RDX Technology Package,2017,Used,56.0440 mi.,$23.90_),Not specified
2020 Acura RDX Base,2020,Used,46.8160 mi.,$30_),$1.000 price drop
2016 Acura MDX ,2016,Used,114.5610 mi.,$22_),Not specified
2023 Acura Integra Base,2023,New,Not available,$32.40_),Not specified
2023 Acura MDX Advance,2023,New,Not available,$65.30_),MSRP $65.295
2023 Acura MDX Technology,2023,New,Not available,$55.45_),Not specified
2018 Acura MDX 3.5L,2018,Used,84.580 mi.,$28.90_),Not specified
2018 Acura RDX ,2018,Used,19.1050 mi.,$30_),Not specified
2021 Acura RDX Base,2021,Used,33.6290 mi.,$36.63_),Not specified
2020 Acura RDX A-Spec,2020,Acura Certified,33.2630 mi.,$38_),$2.541 price drop
2019 Acura RDX A-Spec,2019,Acura Certified,26.9510 mi.,$36.99_),$1.500 price drop
2021 Acura RDX Base,2021,Acura Certified,11.3860 mi.,$35.99_),$1.000 price drop
2021 Acura RDX Technology Package,2021,Acura Certified,33.160 mi.,$37.54_),$158 price drop
2019 Acura RDX Technology Package,2019,Used,53.0360 mi.,$30.49_),Not specified
2019 Acura RDX A-Spec,2019,Acura Certified,30.3780 mi.,$34.99_),$1.000 price drop
2023 Acura Integra w/A-Spec Tech Package,2023,New,Not available,$37.40_),Not specified
2013 Acura TSX Technology,2013,Used,75.6280 mi.,$16_),$1.000 price drop
2012 Acura TL Auto,2012,Used,95.7220 mi.,$13.99_),Not specified
2019 Acura RDX Technology Package,2019,Acura Certified,35.6390 mi.,$33.99_),Not specified
2019 Acura RDX Base,2019,Used,43.4340 mi.,$36_),Not specified
2014 Acura RDX Technology,2014,Used,81.1540 mi.,$17.64_),Not specified
2010 Acura RDX ,2010,Used,108.2330 mi.,$11.98_),$511 price drop
2022 Acura RDX A-Spec Package,2022,New,Not available,$49.49_),Not specified
2015 Acura TLX V6 Advance,2015,Used,51.8890 mi.,$22_),$2.000 price drop
2021 Acura RDX Base,2021,Used,49.4920 mi.,$33_),Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$37.40_),Not specified
2023 Acura Integra w/A-Spec Tech Package,2023,New,Not available,$38.09_),MSRP $38.095
2020 Acura MDX 3.5L w/Technology Package,2020,Used,42.9370 mi.,$33.56_),Not specified
2012 Acura RDX Technology,2012,Used,120.2350 mi.,$14_),Not specified
2017 Acura RDX Base,2017,Used,89.4190 mi.,$18_),Not specified
2002 Acura NSX T,2002,Used,40.9990 mi.,$129.90_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.74_),Not specified
2020 Acura RDX Base,2020,Used,10.5960 mi.,$36.59_),$300 price drop
